Causas (lista reducida);Sexo;Mes de fallecimiento;Total
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Hombres;diciembre;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;Todos los meses;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;enero;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;febrero;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;marzo;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;abril;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;mayo;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;junio;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;julio;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;agosto;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;septiembre;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;octubre;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;noviembre;0
007 VIH+ (portador, evidencias de laboratorio del VIH,...);Mujeres;diciembre;0
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;Todos los meses;1.771
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;enero;232
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;febrero;196
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;marzo;144
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;abril;108
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;mayo;108
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;junio;135
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;julio;129
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;agosto;128
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;septiembre;140
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;octubre;122
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;noviembre;125
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Ambos sexos;diciembre;204
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;Todos los meses;868
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;enero;102
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;febrero;92
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;marzo;70
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;abril;51
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;mayo;51
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;junio;66
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;julio;69
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;agosto;65
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;septiembre;79
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;octubre;63
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;noviembre;61
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Hombres;diciembre;99
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;Todos los meses;903
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;enero;130
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;febrero;104
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;marzo;74
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;abril;57
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;mayo;57
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;junio;69
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;julio;60
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;agosto;63
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;septiembre;61
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;octubre;59
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;noviembre;64
008 Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;Mujeres;diciembre;105
009-041 II.Tumores;Ambos sexos;Todos los meses;115.429
009-041 II.Tumores;Ambos sexos;enero;10.190
009-041 II.Tumores;Ambos sexos;febrero;9.267
009-041 II.Tumores;Ambos sexos;marzo;9.978
009-041 II.Tumores;Ambos sexos;abril;9.269
009-041 II.Tumores;Ambos sexos;mayo;9.587
009-041 II.Tumores;Ambos sexos;junio;9.358
009-041 II.Tumores;Ambos sexos;julio;9.471
009-041 II.Tumores;Ambos sexos;agosto;9.750
009-041 II.Tumores;Ambos sexos;septiembre;9.168
009-041 II.Tumores;Ambos sexos;octubre;9.656
009-041 II.Tumores;Ambos sexos;noviembre;9.649
009-041 II.Tumores;Ambos sexos;diciembre;10.086
009-041 II.Tumores;Hombres;Todos los meses;68.164
009-041 II.Tumores;Hombres;enero;6.097
009-041 II.Tumores;Hombres;febrero;5.499
009-041 II.Tumores;Hombres;marzo;5.898
009-041 II.Tumores;Hombres;abril;5.430
009-041 II.Tumores;Hombres;mayo;5.596
009-041 II.Tumores;Hombres;junio;5.435
009-041 II.Tumores;Hombres;julio;5.640
009-041 II.Tumores;Hombres;agosto;5.814
009-041 II.Tumores;Hombres;septiembre;5.434
009-041 II.Tumores;Hombres;octubre;5.679
009-041 II.Tumores;Hombres;noviembre;5.727
009-041 II.Tumores;Hombres;diciembre;5.915
009-041 II.Tumores;Mujeres;Todos los meses;47.265
009-041 II.Tumores;Mujeres;enero;4.093
009-041 II.Tumores;Mujeres;febrero;3.768
009-041 II.Tumores;Mujeres;marzo;4.080
009-041 II.Tumores;Mujeres;abril;3.839
009-041 II.Tumores;Mujeres;mayo;3.991
009-041 II.Tumores;Mujeres;junio;3.923
009-041 II.Tumores;Mujeres;julio;3.831
009-041 II.Tumores;Mujeres;agosto;3.936
009-041 II.Tumores;Mujeres;septiembre;3.734
009-041 II.Tumores;Mujeres;octubre;3.977
009-041 II.Tumores;Mujeres;noviembre;3.922
009-041 II.Tumores;Mujeres;diciembre;4.171
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;Todos los meses;2.469
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;enero;212
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;febrero;206
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;marzo;204
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;abril;198
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;mayo;183
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;junio;193
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;julio;224
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;agosto;211
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;septiembre;217
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;octubre;203
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;noviembre;216
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Ambos sexos;diciembre;202
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;Todos los meses;1.742
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;enero;157
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;febrero;143
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;marzo;137
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;abril;154
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;mayo;128
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;junio;132
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;julio;157
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;agosto;132
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;septiembre;158
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;octubre;150
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;noviembre;160
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;diciembre;134
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;Todos los meses;727
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;enero;55
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;febrero;63
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;marzo;67
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;abril;44
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;mayo;55
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;junio;61
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;julio;67
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;agosto;79
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;septiembre;59
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;octubre;53
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;noviembre;56
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Mujeres;diciembre;68
010 Tumor maligno del esófago;Ambos sexos;Todos los meses;1.869
010 Tumor maligno del esófago;Ambos sexos;enero;143
010 Tumor maligno del esófago;Ambos sexos;febrero;150
010 Tumor maligno del esófago;Ambos sexos;marzo;150
010 Tumor maligno del esófago;Ambos sexos;abril;149
010 Tumor maligno del esófago;Ambos sexos;mayo;171
010 Tumor maligno del esófago;Ambos sexos;junio;159
010 Tumor maligno del esófago;Ambos sexos;julio;137
010 Tumor maligno del esófago;Ambos sexos;agosto;177
010 Tumor maligno del esófago;Ambos sexos;septiembre;151
010 Tumor maligno del esófago;Ambos sexos;octubre;145
010 Tumor maligno del esófago;Ambos sexos;noviembre;169
010 Tumor maligno del esófago;Ambos sexos;diciembre;168
010 Tumor maligno del esófago;Hombres;Todos los meses;1.531
010 Tumor maligno del esófago;Hombres;enero;119
010 Tumor maligno del esófago;Hombres;febrero;131
010 Tumor maligno del esófago;Hombres;marzo;131
010 Tumor maligno del esófago;Hombres;abril;112
010 Tumor maligno del esófago;Hombres;mayo;138
010 Tumor maligno del esófago;Hombres;junio;136
010 Tumor maligno del esófago;Hombres;julio;105
010 Tumor maligno del esófago;Hombres;agosto;153
010 Tumor maligno del esófago;Hombres;septiembre;119
010 Tumor maligno del esófago;Hombres;octubre;111
010 Tumor maligno del esófago;Hombres;noviembre;139
010 Tumor maligno del esófago;Hombres;diciembre;137
010 Tumor maligno del esófago;Mujeres;Todos los meses;338
010 Tumor maligno del esófago;Mujeres;enero;24
010 Tumor maligno del esófago;Mujeres;febrero;19
010 Tumor maligno del esófago;Mujeres;marzo;19
010 Tumor maligno del esófago;Mujeres;abril;37
010 Tumor maligno del esófago;Mujeres;mayo;33
010 Tumor maligno del esófago;Mujeres;junio;23
010 Tumor maligno del esófago;Mujeres;julio;32
010 Tumor maligno del esófago;Mujeres;agosto;24
010 Tumor maligno del esófago;Mujeres;septiembre;32
010 Tumor maligno del esófago;Mujeres;octubre;34
010 Tumor maligno del esófago;Mujeres;noviembre;30
010 Tumor maligno del esófago;Mujeres;diciembre;31
011 Tumor maligno del estómago;Ambos sexos;Todos los meses;4.752
011 Tumor maligno del estómago;Ambos sexos;enero;412
011 Tumor maligno del estómago;Ambos sexos;febrero;432
011 Tumor maligno del estómago;Ambos sexos;marzo;409
011 Tumor maligno del estómago;Ambos sexos;abril;353
011 Tumor maligno del estómago;Ambos sexos;mayo;380
011 Tumor maligno del estómago;Ambos sexos;junio;399
011 Tumor maligno del estómago;Ambos sexos;julio;412
011 Tumor maligno del estómago;Ambos sexos;agosto;396
011 Tumor maligno del estómago;Ambos sexos;septiembre;425
011 Tumor maligno del estómago;Ambos sexos;octubre;360
011 Tumor maligno del estómago;Ambos sexos;noviembre;384
011 Tumor maligno del estómago;Ambos sexos;diciembre;390
011 Tumor maligno del estómago;Hombres;Todos los meses;2.807
011 Tumor maligno del estómago;Hombres;enero;243
011 Tumor maligno del estómago;Hombres;febrero;255
011 Tumor maligno del estómago;Hombres;marzo;264
011 Tumor maligno del estómago;Hombres;abril;194
011 Tumor maligno del estómago;Hombres;mayo;213
011 Tumor maligno del estómago;Hombres;junio;235
011 Tumor maligno del estómago;Hombres;julio;250
011 Tumor maligno del estómago;Hombres;agosto;249
011 Tumor maligno del estómago;Hombres;septiembre;248
011 Tumor maligno del estómago;Hombres;octubre;198
011 Tumor maligno del estómago;Hombres;noviembre;221
011 Tumor maligno del estómago;Hombres;diciembre;237
011 Tumor maligno del estómago;Mujeres;Todos los meses;1.945
011 Tumor maligno del estómago;Mujeres;enero;169
011 Tumor maligno del estómago;Mujeres;febrero;177
011 Tumor maligno del estómago;Mujeres;marzo;145
011 Tumor maligno del estómago;Mujeres;abril;159
011 Tumor maligno del estómago;Mujeres;mayo;167
011 Tumor maligno del estómago;Mujeres;junio;164
011 Tumor maligno del estómago;Mujeres;julio;162
011 Tumor maligno del estómago;Mujeres;agosto;147
011 Tumor maligno del estómago;Mujeres;septiembre;177
011 Tumor maligno del estómago;Mujeres;octubre;162
011 Tumor maligno del estómago;Mujeres;noviembre;163
011 Tumor maligno del estómago;Mujeres;diciembre;153
012 Tumor maligno del colon;Ambos sexos;Todos los meses;10.933
012 Tumor maligno del colon;Ambos sexos;enero;1.021
012 Tumor maligno del colon;Ambos sexos;febrero;907
012 Tumor maligno del colon;Ambos sexos;marzo;921
012 Tumor maligno del colon;Ambos sexos;abril;882
012 Tumor maligno del colon;Ambos sexos;mayo;922
012 Tumor maligno del colon;Ambos sexos;junio;868
012 Tumor maligno del colon;Ambos sexos;julio;947
012 Tumor maligno del colon;Ambos sexos;agosto;943
012 Tumor maligno del colon;Ambos sexos;septiembre;837
012 Tumor maligno del colon;Ambos sexos;octubre;901
012 Tumor maligno del colon;Ambos sexos;noviembre;806
012 Tumor maligno del colon;Ambos sexos;diciembre;978
012 Tumor maligno del colon;Hombres;Todos los meses;6.312
012 Tumor maligno del colon;Hombres;enero;613
012 Tumor maligno del colon;Hombres;febrero;543
012 Tumor maligno del colon;Hombres;marzo;520
012 Tumor maligno del colon;Hombres;abril;493
012 Tumor maligno del colon;Hombres;mayo;518
012 Tumor maligno del colon;Hombres;junio;503
012 Tumor maligno del colon;Hombres;julio;557
012 Tumor maligno del colon;Hombres;agosto;544
012 Tumor maligno del colon;Hombres;septiembre;489
012 Tumor maligno del colon;Hombres;octubre;520
012 Tumor maligno del colon;Hombres;noviembre;456
012 Tumor maligno del colon;Hombres;diciembre;556
012 Tumor maligno del colon;Mujeres;Todos los meses;4.621
012 Tumor maligno del colon;Mujeres;enero;408
012 Tumor maligno del colon;Mujeres;febrero;364
012 Tumor maligno del colon;Mujeres;marzo;401
012 Tumor maligno del colon;Mujeres;abril;389
012 Tumor maligno del colon;Mujeres;mayo;404
012 Tumor maligno del colon;Mujeres;junio;365
012 Tumor maligno del colon;Mujeres;julio;390
012 Tumor maligno del colon;Mujeres;agosto;399
012 Tumor maligno del colon;Mujeres;septiembre;348
012 Tumor maligno del colon;Mujeres;octubre;381
012 Tumor maligno del colon;Mujeres;noviembre;350
012 Tumor maligno del colon;Mujeres;diciembre;422
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Todos los meses;4.181
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;enero;370
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;febrero;350
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;marzo;360
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;abril;355
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;mayo;345
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;junio;311
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;julio;350
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;agosto;327
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;septiembre;322
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;octubre;389
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;noviembre;360
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;diciembre;342
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Todos los meses;2.605
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;enero;247
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;febrero;213
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;marzo;220
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;abril;210
